,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
319,Dale Steyn,4,18,0,0,14,0,RR,M. Chinnaswamy Stadium,18-Mar-10
320,Anil Kumble,4,19,0,0,14,0,KKR,Eden Gardens,14-Mar-10
321,Ramesh Powar,4,22,1,0,14,24,CSK,Chidambaram,21-Mar-10
322,Dale Steyn,4,26,3,0,14,8,MI,Brabourne Stadium,20-Mar-10
323,Zaheer Khan,4,27,2,0,14,12,KKR,Brabourne Stadium,22-Mar-10
324,Chaminda Vaas,4,27,2,0,14,12,PBKS,Barabati Stadium,19-Mar-10
325,Kemar Roach,4,32,0,0,14,0,MI,DY Patil Stadium,28-Mar-10
326,Anil Kumble,3.5,9,3,0,13,7.66,RR,M. Chinnaswamy Stadium,18-Mar-10
327,Amit Mishra,4,13,1,0,13,24,CSK,Chidambaram,15-Apr-10
328,Lasith Malinga,3.4,12,3,0,13,7.33,DEC,DY Patil Stadium,28-Mar-10
329,Muttiah Muralitharan,4,16,1,0,13,24,DEC,DY Patil Stadium,22-Apr-10
330,RP Singh,4,17,3,0,13,8,RR,Vidarbha Cricket Association Stadium,05-Apr-10
331,MF Maharoof,3,13,2,0,13,9,RR,Arun Jaitley Stadium,31-Mar-10
332,Dale Steyn,4,18,3,0,13,8,DEC,Vidarbha Cricket Association Stadium,12-Apr-10
333,Virender Sehwag,4,18,2,0,13,12,CSK,Chidambaram,15-Apr-10
334,Praveen Kumar,4,18,2,0,13,12,DEC,DY Patil Stadium,24-Apr-10
335,Anil Kumble,3.3,16,4,0,13,5.25,DEC,DY Patil Stadium,24-Apr-10
336,Shane Watson,4,19,1,0,13,24,PBKS,Sawai Mansingh Stadium,07-Apr-10
337,Sudeep Tyagi,4,19,0,0,13,0,RCB,M. Chinnaswamy Stadium,23-Mar-10
338,Pradeep Sangwan,4,20,1,0,13,24,RR,Narendra Modi Stadium,15-Mar-10
339,Shane Warne,4,21,4,0,13,6,DEC,Vidarbha Cricket Association Stadium,05-Apr-10
340,Chaminda Vaas,4,21,3,1,13,8,CSK,Chidambaram,14-Mar-10
341,Shane Watson,3,17,0,0,13,0,KKR,Eden Gardens,17-Apr-10
342,Albie Morkel,4,23,2,0,13,12,PBKS,Chidambaram,21-Mar-10
343,Dilhara Fernando,4,24,2,0,13,12,RCB,M. Chinnaswamy Stadium,17-Apr-10
344,Shane Bond,4,24,2,0,13,12,PBKS,IS Bindra Stadium,27-Mar-10
345,Shane Watson,4,24,0,0,13,0,RCB,Sawai Mansingh Stadium,14-Apr-10
346,Ravichandran Ashwin,4,24,0,1,13,0,MI,DY Patil Stadium,25-Apr-10
347,Muttiah Muralitharan,4,25,3,0,13,8,RCB,M. Chinnaswamy Stadium,23-Mar-10
348,Amit Mishra,4,25,3,0,13,8,RR,Arun Jaitley Stadium,31-Mar-10
349,Harmeet Singh Bansal,4,25,2,0,13,12,RR,Vidarbha Cricket Association Stadium,05-Apr-10
350,Vinay Kumar,4,25,0,0,13,0,RR,M. Chinnaswamy Stadium,18-Mar-10
351,Ashish Nehra,4,26,3,0,13,8,CSK,Chidambaram,15-Apr-10
352,Dale Steyn,4,27,1,0,13,24,KKR,M. Chinnaswamy Stadium,10-Apr-10
353,Shane Warne,4,28,1,0,13,24,RCB,Sawai Mansingh Stadium,14-Apr-10
354,Amit Mishra,4,32,3,0,13,8,RCB,Arun Jaitley Stadium,04-Apr-10
355,Sarabjit Ladda,4,37,1,0,13,24,RR,Arun Jaitley Stadium,31-Mar-10
356,Praveen Kumar,4,16,1,0,12,24,KKR,Eden Gardens,14-Mar-10
357,Muttiah Muralitharan,4,16,1,0,12,24,KKR,Eden Gardens,16-Mar-10
358,Juan Theron,4,17,2,0,12,12,CSK,Chidambaram,21-Mar-10
359,Dirk Nannes,4,18,1,0,12,24,CSK,Arun Jaitley Stadium,19-Mar-10
360,Ryan Harris,3,14,0,0,12,0,RCB,DY Patil Stadium,24-Apr-10
361,Dirk Nannes,3.1,15,1,0,12,19,KKR,Arun Jaitley Stadium,29-Mar-10
362,Pragyan Ojha,4,19,0,0,12,0,KKR,DY Patil Stadium,12-Mar-10
363,Ashok Dinda,4,21,2,0,12,12,DC,Eden Gardens,07-Apr-10
364,Chaminda Vaas,4,21,1,0,12,24,DC,Barabati Stadium,21-Mar-10
365,Pragyan Ojha,3.5,22,0,0,12,0,RCB,DY Patil Stadium,24-Apr-10
366,Dilhara Fernando,4,23,2,0,12,12,CSK,DY Patil Stadium,25-Apr-10
367,Pragyan Ojha,4,24,2,0,12,12,MI,DY Patil Stadium,28-Mar-10
368,Umesh Yadav,4,24,2,0,12,12,DEC,Arun Jaitley Stadium,18-Apr-10
369,Doug Bollinger,4,24,2,0,12,12,DC,Chidambaram,15-Apr-10
370,Dale Steyn,4,25,0,0,12,0,CSK,M. Chinnaswamy Stadium,23-Mar-10
371,Pankaj Singh,4,27,2,1,12,12,RR,Sawai Mansingh Stadium,14-Apr-10
372,Shalabh Srivastava,4,27,1,0,12,24,MI,Brabourne Stadium,30-Mar-10
373,Ryan Harris,4,27,1,0,12,24,PBKS,HPCA Stadium,16-Apr-10
374,Piyush Chawla,4,27,0,0,12,0,RR,Sawai Mansingh Stadium,07-Apr-10
375,Muttiah Muralitharan,4,28,0,0,12,0,DEC,Chidambaram,14-Mar-10
376,Anil Kumble,4,33,1,0,12,24,DC,Arun Jaitley Stadium,04-Apr-10
377,RP Singh,4,35,1,0,12,24,KKR,DY Patil Stadium,12-Mar-10
378,Lasith Malinga,4,36,2,0,12,12,PBKS,IS Bindra Stadium,09-Apr-10
379,Yuvraj Singh,4,14,1,0,11,24,DC,Arun Jaitley Stadium,11-Apr-10
380,Amit Mishra,4,15,1,0,11,24,PBKS,Arun Jaitley Stadium,11-Apr-10
381,Shane Warne,4,15,1,0,11,24,DEC,Narendra Modi Stadium,26-Mar-10
382,Anil Kumble,4,15,1,0,11,24,CSK,M. Chinnaswamy Stadium,23-Mar-10
383,Pragyan Ojha,4,16,2,0,11,12,DC,Arun Jaitley Stadium,18-Apr-10
384,Anil Kumble,4,16,1,0,11,24,CSK,Chidambaram,31-Mar-10
385,Ryan Harris,4,18,3,0,11,8,CSK,Vidarbha Cricket Association Stadium,10-Apr-10
386,Anil Kumble,4,18,1,0,11,24,MI,Brabourne Stadium,20-Mar-10
387,Zaheer Khan,4,18,1,0,11,24,RCB,Brabourne Stadium,20-Mar-10
388,Paul Collingwood,4,19,2,0,11,12,PBKS,Arun Jaitley Stadium,11-Apr-10
389,Tillakaratne Dilshan,4,19,1,0,11,24,CSK,Chidambaram,15-Apr-10
390,Jacques Kallis,4,19,1,0,11,24,RR,Sawai Mansingh Stadium,14-Apr-10
391,Ashok Dinda,4,20,1,0,11,24,MI,Eden Gardens,19-Apr-10
392,Ravichandran Ashwin,4,20,1,0,11,24,PBKS,HPCA Stadium,18-Apr-10
393,Yuvraj Singh,4,21,2,0,11,12,DEC,Barabati Stadium,19-Mar-10
394,Praveen Kumar,4,21,1,0,11,24,CSK,M. Chinnaswamy Stadium,23-Mar-10
395,Pragyan Ojha,4,22,2,0,11,12,RCB,Vidarbha Cricket Association Stadium,12-Apr-10
396,Shaun Tait,4,22,2,0,11,12,CSK,Narendra Modi Stadium,28-Mar-10
397,Ravichandran Ashwin,4,22,1,0,11,24,KKR,Eden Gardens,16-Mar-10
398,Dirk Nannes,4,22,0,0,11,0,DEC,Arun Jaitley Stadium,18-Apr-10
399,Ryan McLaren,4,23,1,0,11,24,CSK,Brabourne Stadium,25-Mar-10
400,Harbhajan Singh,4,23,1,0,11,24,CSK,Chidambaram,06-Apr-10
401,Lasith Malinga,3.2,20,1,0,11,20,DEC,Brabourne Stadium,03-Apr-10
402,Pragyan Ojha,4,26,3,0,11,8,MI,Brabourne Stadium,03-Apr-10
403,Andrew Symonds,4,26,2,0,11,12,KKR,Eden Gardens,01-Apr-10
404,Shaun Tait,4,26,0,0,11,0,DC,Narendra Modi Stadium,15-Mar-10
405,Irfan Pathan,3.4,24,3,0,11,7.33,DC,Arun Jaitley Stadium,11-Apr-10
406,Dirk Nannes,4,27,1,0,11,24,RR,Narendra Modi Stadium,15-Mar-10
407,Ishant Sharma,4,27,0,0,11,0,RCB,Eden Gardens,14-Mar-10
408,Ali Murtaza,4,27,0,0,11,0,KKR,Eden Gardens,19-Apr-10
409,Ramesh Powar,4,28,2,0,11,12,CSK,HPCA Stadium,18-Apr-10
410,Thilan Thushara,4,28,2,0,11,12,RR,Narendra Modi Stadium,28-Mar-10
411,Piyush Chawla,4,28,1,0,11,24,CSK,HPCA Stadium,18-Apr-10
412,Dilhara Fernando,4,28,1,0,11,24,RCB,DY Patil Stadium,21-Apr-10
413,Shane Bond,4,28,1,0,11,24,DEC,Eden Gardens,01-Apr-10
414,Albie Morkel,4,28,1,0,11,24,RCB,M. Chinnaswamy Stadium,23-Mar-10
415,Sarabjit Ladda,4,28,0,0,11,0,RR,Narendra Modi Stadium,15-Mar-10
416,Irfan Pathan,3.5,27,1,0,11,23,DC,IS Bindra Stadium,13-Mar-10
417,Shadab Jakati,4,29,1,0,11,24,DEC,Vidarbha Cricket Association Stadium,10-Apr-10
418,Pradeep Sangwan,4,32,1,0,11,24,PBKS,IS Bindra Stadium,13-Mar-10
419,Lasith Malinga,4,33,0,0,11,0,CSK,DY Patil Stadium,25-Apr-10
420,Ryan Harris,4,34,2,0,11,12,RR,Vidarbha Cricket Association Stadium,05-Apr-10
421,Pradeep Sangwan,4,35,2,0,11,12,MI,Brabourne Stadium,13-Apr-10
422,MF Maharoof,4,37,2,0,11,12,PBKS,IS Bindra Stadium,13-Mar-10
423,Ryan Harris,4,37,2,0,11,12,RCB,M. Chinnaswamy Stadium,08-Apr-10
424,Doug Bollinger,4,39,1,0,11,24,MI,Chidambaram,06-Apr-10
425,Amit Mishra,4,41,0,0,11,0,KKR,Eden Gardens,07-Apr-10
426,RP Singh,4,43,1,0,11,24,PBKS,Barabati Stadium,19-Mar-10
427,Kieron Pollard,4,15,0,0,10,0,DC,Brabourne Stadium,13-Apr-10
428,Amit Mishra,3,12,1,0,10,18,DEC,Barabati Stadium,21-Mar-10
429,Kieron Pollard,4,17,3,0,10,8,RCB,DY Patil Stadium,21-Apr-10
430,Andrew Symonds,4,18,1,0,10,24,CSK,DY Patil Stadium,22-Apr-10
431,Amit Mishra,4,18,1,0,10,24,KKR,Arun Jaitley Stadium,29-Mar-10
432,Siddharth Trivedi,4,18,0,0,10,0,CSK,Narendra Modi Stadium,28-Mar-10
433,Dale Steyn,4,18,0,0,10,0,MI,M. Chinnaswamy Stadium,17-Apr-10
434,Ashok Dinda,3.1,15,2,0,10,9.5,RCB,M. Chinnaswamy Stadium,10-Apr-10
435,Angelo Mathews,4,19,4,0,10,6,RCB,Eden Gardens,14-Mar-10
436,RP Singh,4,21,2,0,10,12,RCB,Vidarbha Cricket Association Stadium,12-Apr-10
437,Harmeet Singh Bansal,4,21,1,0,10,24,CSK,Vidarbha Cricket Association Stadium,10-Apr-10
438,Lasith Malinga,4,22,4,0,10,6,PBKS,Brabourne Stadium,30-Mar-10
439,Shaun Tait,4,22,3,0,10,8,DEC,Narendra Modi Stadium,26-Mar-10
440,Ravichandran Ashwin,4,22,2,0,10,12,MI,Chidambaram,06-Apr-10
441,Yusuf Pathan,4,23,2,0,10,12,KKR,Narendra Modi Stadium,20-Mar-10
442,Andrew Symonds,4,23,1,0,10,24,CSK,Vidarbha Cricket Association Stadium,10-Apr-10
443,Amit Mishra,4,23,1,0,10,24,PBKS,IS Bindra Stadium,13-Mar-10
444,Shadab Jakati,4,23,1,0,10,24,KKR,Chidambaram,13-Apr-10
445,Ramesh Powar,4,23,0,0,10,0,KKR,Eden Gardens,04-Apr-10
446,Lasith Malinga,4,23,0,0,10,0,RR,Sawai Mansingh Stadium,11-Apr-10
447,Ashok Dinda,4,24,2,0,10,12,RR,Eden Gardens,17-Apr-10
448,Shanthakumaran Sreesanth,4,24,2,0,10,12,DC,IS Bindra Stadium,13-Mar-10
449,Kieron Pollard,4,24,1,0,10,24,DC,Arun Jaitley Stadium,17-Mar-10
450,Morne Morkel,4,32,1,0,18,24,PBKS,Arun Jaitley Stadium,23-Apr-11
451,Rahul Sharma,4,7,2,0,17,12,MI,DY Patil Stadium,04-May-11
452,Rahul Sharma,4,13,3,1,17,8,RR,Sawai Mansingh Stadium,01-May-11
453,RP Singh,4,17,1,0,17,24,RR,Holkar Cricket Stadium,15-May-11
454,Munaf Patel,4,18,2,1,17,12,RR,Sawai Mansingh Stadium,29-Apr-11
455,Praveen Kumar,4,19,2,1,17,12,MI,IS Bindra Stadium,10-May-11
456,Amit Mishra,4,9,4,1,16,6,PBKS,HPCA Stadium,21-May-11
457,Brad Hodge,4,13,4,0,16,6,RR,Holkar Cricket Stadium,15-May-11
458,Lasith Malinga,3.4,13,5,1,16,4.4,DC,Arun Jaitley Stadium,10-Apr-11
459,Ishant Sharma,4,16,2,0,16,12,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
460,Shanthakumaran Sreesanth,4,16,2,0,16,12,RR,Holkar Cricket Stadium,15-May-11
461,Pragyan Ojha,4,16,0,0,16,0,MI,Wankhede Stadium,14-May-11
462,Dale Steyn,4,18,2,0,16,12,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-11
463,Amit Singh,4,18,1,1,16,24,DC,Sawai Mansingh Stadium,12-Apr-11
464,Dale Steyn,3.3,16,3,1,16,7,KTK,Jawaharlal Nehru Stadium,27-Apr-11
465,Wayne Parnell,4,20,1,0,16,24,PBKS,DY Patil Stadium,10-Apr-11
466,Shanthakumaran Sreesanth,4,22,0,1,16,0,DEC,Jawaharlal Nehru Stadium,27-Apr-11
467,RP Singh,4,25,4,0,16,6,PBKS,Holkar Cricket Stadium,13-May-11
468,Brett Lee,4,8,0,0,15,0,CSK,Eden Gardens,07-May-11
469,Shanthakumaran Sreesanth,4,10,2,1,15,12,DC,Jawaharlal Nehru Stadium,30-Apr-11
470,Amit Singh,4,14,2,0,15,12,MI,Sawai Mansingh Stadium,29-Apr-11
471,Daniel Vettori,4,15,2,0,15,12,CSK,M. Chinnaswamy Stadium,22-May-11
472,Piyush Chawla,4,17,4,0,15,6,RCB,HPCA Stadium,17-May-11
473,Shane Warne,4,17,2,0,15,12,DC,Sawai Mansingh Stadium,12-Apr-11
474,Praveen Kumar,4,17,1,1,15,24,PWI,IS Bindra Stadium,08-May-11
475,Zaheer Khan,4,19,2,1,15,12,CSK,M. Chinnaswamy Stadium,22-May-11
476,Albie Morkel,4,19,1,1,15,24,MI,Wankhede Stadium,22-Apr-11
477,Irfan Pathan,4,23,1,1,15,24,MI,Wankhede Stadium,07-May-11
478,RP Singh,4,24,1,0,15,24,CSK,Jawaharlal Nehru Stadium,18-Apr-11
479,Zaheer Khan,4,31,2,0,15,12,CSK,Wankhede Stadium,24-May-11
480,Praveen Kumar,4,32,1,1,15,24,DC,HPCA Stadium,15-May-11
481,Sreenath Aravind,4,14,4,0,14,6,PBKS,M. Chinnaswamy Stadium,06-May-11
482,Amit Mishra,4,14,2,0,14,12,MI,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
483,Raiphi Gomez,4,14,2,1,14,12,KKR,Jawaharlal Nehru Stadium,05-May-11
484,Ali Murtaza,4,15,0,0,14,0,RR,Sawai Mansingh Stadium,29-Apr-11
485,Piyush Chawla,4,16,3,0,14,8,DC,HPCA Stadium,15-May-11
486,Alfonso Thomas,4,16,1,0,14,24,MI,Wankhede Stadium,20-Apr-11
487,Ryan Harris,4,16,1,0,14,24,DC,HPCA Stadium,15-May-11
488,Roelof van der Merwe,4,16,0,0,14,0,MI,Arun Jaitley Stadium,10-Apr-11
489,Ankeet Chavan,4,17,0,0,14,0,MI,Wankhede Stadium,20-May-11
490,Dan Christian,3,13,2,0,14,9,PWI,DY Patil Stadium,16-May-11
491,Jacques Kallis,4,18,2,0,14,12,MI,Wankhede Stadium,25-May-11
492,Iqbal Abdulla,4,19,2,0,14,12,PBKS,Eden Gardens,30-Apr-11
493,Sreenath Aravind,4,20,2,0,14,12,CSK,M. Chinnaswamy Stadium,22-May-11
494,Lasith Malinga,4,20,1,0,14,24,RR,Sawai Mansingh Stadium,29-Apr-11
495,Doug Bollinger,4,21,3,1,14,8,PWI,DY Patil Stadium,27-Apr-11
496,Ishant Sharma,4,21,1,0,14,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
497,Chris Gayle,4,26,1,0,14,24,KTK,M. Chinnaswamy Stadium,08-May-11
498,Varun Aaron,4,26,0,0,14,0,PBKS,HPCA Stadium,15-May-11
499,P Parameswaran,4,29,2,0,14,12,DC,Arun Jaitley Stadium,02-May-11
500,Johan van der Wath,4,30,1,0,14,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
501,Pragyan Ojha,4,35,2,0,14,12,PWI,DY Patil Stadium,16-May-11
502,Lasith Malinga,4,9,3,0,13,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-11
503,Morne Morkel,4,11,1,0,13,24,RR,Sawai Mansingh Stadium,12-Apr-11
504,Wayne Parnell,4,12,2,0,13,12,PBKS,IS Bindra Stadium,08-May-11
505,Shane Warne,4,13,1,0,13,24,MI,Sawai Mansingh Stadium,29-Apr-11
506,Praveen Kumar,3,11,0,1,13,0,RCB,HPCA Stadium,17-May-11
507,Siddharth Trivedi,4,15,3,0,13,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-11
508,Iqbal Abdulla,4,15,1,0,13,24,CSK,Eden Gardens,07-May-11
509,Shakib Al Hasan,4,16,2,0,13,12,PWI,DY Patil Stadium,19-May-11
510,Ali Murtaza,4,18,2,0,13,12,PWI,Wankhede Stadium,20-Apr-11
511,Rahul Sharma,4,18,1,0,13,24,KTK,DY Patil Stadium,13-Apr-11
512,Rajat Bhatia,4,18,0,0,13,0,PBKS,Eden Gardens,30-Apr-11
513,Sreenath Aravind,4,20,2,0,13,12,KTK,M. Chinnaswamy Stadium,08-May-11
514,Munaf Patel,4,21,5,0,13,4.8,PBKS,IS Bindra Stadium,10-May-11
515,Shane Warne,4,21,2,0,13,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-11
516,Ali Murtaza,4,21,1,0,13,24,DC,Arun Jaitley Stadium,10-Apr-11
517,Lakshmipathy Balaji,4,23,0,0,13,0,KTK,Eden Gardens,20-Apr-11
518,Dale Steyn,4,24,3,0,13,8,RCB,Rajiv Gandhi Intl. Cricket Stadium,14-Apr-11
519,Jaydev Unadkat,4,24,1,0,13,24,DC,Arun Jaitley Stadium,28-Apr-11
520,Lasith Malinga,4,25,3,0,13,8,PWI,DY Patil Stadium,04-May-11
521,Morne Morkel,4,25,3,0,13,8,RCB,Arun Jaitley Stadium,26-Apr-11
522,Ryan Harris,4,25,1,0,13,24,CSK,IS Bindra Stadium,13-Apr-11
523,Ryan Harris,4,26,1,0,13,24,PWI,IS Bindra Stadium,08-May-11
524,Harmeet Singh Bansal,4,27,2,0,13,12,DC,Arun Jaitley Stadium,19-Apr-11
525,Shaun Tait,3.5,29,1,0,13,23,KKR,Eden Gardens,17-Apr-11
526,Zaheer Khan,4,36,0,0,13,0,MI,M. Chinnaswamy Stadium,12-Apr-11
527,Ishant Sharma,3,12,5,0,12,3.6,KTK,Jawaharlal Nehru Stadium,27-Apr-11
528,Ravichandran Ashwin,3,12,2,0,12,9,KKR,Eden Gardens,07-May-11
529,Rahul Sharma,4,17,2,0,12,12,PBKS,IS Bindra Stadium,08-May-11
530,Lasith Malinga,4,17,1,0,12,24,DEC,Wankhede Stadium,14-May-11
531,Morne Morkel,4,18,3,0,12,8,KTK,Jawaharlal Nehru Stadium,30-Apr-11
532,Ravichandran Ashwin,4,18,1,0,12,24,RCB,M. Chinnaswamy Stadium,22-May-11
533,Shane Watson,4,19,3,0,12,8,MI,Wankhede Stadium,20-May-11
534,Ravichandran Ashwin,4,19,2,1,12,12,PWI,Chidambaram,25-Apr-11
535,Ravichandran Ashwin,4,19,2,0,12,12,DC,Chidambaram,12-May-11
536,Yusuf Pathan,4,20,3,1,12,8,KTK,Eden Gardens,20-Apr-11
537,Lasith Malinga,4,20,2,0,12,12,CSK,Wankhede Stadium,22-Apr-11
538,Syed Mohammad,4,20,1,0,12,24,KKR,Eden Gardens,22-Apr-11
539,Shane Watson,4,20,0,0,12,0,KKR,Eden Gardens,17-Apr-11
540,Dhawal Kulkarni,4,20,0,0,12,0,PWI,DY Patil Stadium,04-May-11
541,RP Singh,4,21,2,0,12,12,DEC,Jawaharlal Nehru Stadium,27-Apr-11
542,Dwayne Bravo,4,21,0,0,12,0,RCB,M. Chinnaswamy Stadium,22-May-11
543,Lasith Malinga,3.2,18,2,1,12,10,DC,Wankhede Stadium,07-May-11
544,Doug Bollinger,4,22,3,0,12,8,RR,Sawai Mansingh Stadium,09-May-11
545,Johan Botha,4,23,1,0,12,24,CSK,Sawai Mansingh Stadium,09-May-11
546,Johan Botha,4,23,1,0,12,24,PWI,Sawai Mansingh Stadium,01-May-11
547,Ishant Sharma,4,23,0,0,12,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
548,Iqbal Abdulla,4,24,3,0,12,8,DEC,Eden Gardens,11-Apr-11
549,Harbhajan Singh,4,24,2,0,12,12,DC,Wankhede Stadium,07-May-11
550,Yusuf Pathan,4,24,1,0,12,24,PBKS,Eden Gardens,30-Apr-11
551,Dale Steyn,4,24,0,0,12,0,DC,Arun Jaitley Stadium,19-Apr-11
552,Jaydev Unadkat,4,25,2,0,12,12,KTK,Jawaharlal Nehru Stadium,05-May-11
553,Iqbal Abdulla,4,26,1,0,12,24,MI,Eden Gardens,22-May-11
554,Shalabh Srivastava,3,20,2,0,12,9,PWI,IS Bindra Stadium,08-May-11
555,Zaheer Khan,4,27,1,0,12,24,DC,Arun Jaitley Stadium,26-Apr-11
556,Irfan Pathan,4,28,3,0,12,8,PBKS,HPCA Stadium,15-May-11
557,Amit Mishra,4,28,2,0,12,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-11
558,Lasith Malinga,4,28,2,0,12,12,PWI,Wankhede Stadium,20-Apr-11
559,Irfan Pathan,4,28,1,0,12,24,DEC,Arun Jaitley Stadium,19-Apr-11
560,Vinay Kumar,3.4,26,1,0,12,22,RCB,Jawaharlal Nehru Stadium,09-Apr-11
561,Yuvraj Singh,4,29,4,0,12,6,DC,DY Patil Stadium,17-Apr-11
562,Doug Bollinger,4,30,2,0,12,12,MI,Wankhede Stadium,22-Apr-11
563,Dale Steyn,4,30,0,0,12,0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10-May-11
564,Amit Mishra,3.2,26,1,0,12,20,PWI,Rajiv Gandhi Intl. Cricket Stadium,10-May-11
565,Irfan Pathan,3,26,1,1,12,18,PBKS,Arun Jaitley Stadium,23-Apr-11
566,Praveen Kumar,4,37,2,1,12,12,CSK,IS Bindra Stadium,13-Apr-11
567,Praveen Kumar,4,37,0,0,12,0,RCB,M. Chinnaswamy Stadium,06-May-11
568,Amit Mishra,4,12,1,0,11,24,KTK,Jawaharlal Nehru Stadium,27-Apr-11
569,Jesse Ryder,3,9,1,1,11,18,PBKS,DY Patil Stadium,10-Apr-11
570,Shane Warne,4,16,3,0,11,8,KTK,Sawai Mansingh Stadium,24-Apr-11
571,Irfan Pathan,4,16,1,0,11,24,KKR,Arun Jaitley Stadium,28-Apr-11
572,Iqbal Abdulla,3,12,1,0,11,18,PWI,DY Patil Stadium,19-May-11
573,Suresh Raina,4,16,0,0,11,0,DC,Chidambaram,12-May-11
574,Dan Christian,3,12,0,0,11,0,KTK,Jawaharlal Nehru Stadium,27-Apr-11
575,Daniel Vettori,4,17,1,0,11,24,KTK,Jawaharlal Nehru Stadium,09-Apr-11
576,Dale Steyn,3,13,1,0,11,18,PBKS,HPCA Stadium,21-May-11
577,Daniel Vettori,4,18,0,0,11,0,MI,M. Chinnaswamy Stadium,12-Apr-11
578,Harbhajan Singh,3,14,2,0,11,9,DC,Arun Jaitley Stadium,10-Apr-11
579,Siddharth Trivedi,4,19,3,0,11,8,KTK,Sawai Mansingh Stadium,24-Apr-11
580,Amit Mishra,4,19,2,0,11,12,KKR,Eden Gardens,11-Apr-11
581,Doug Bollinger,4,20,1,0,11,24,RCB,Wankhede Stadium,24-May-11
582,Varun Aaron,4,20,1,0,11,24,CSK,Chidambaram,12-May-11
583,Shrikant Wagh,3,16,3,0,11,6,PBKS,DY Patil Stadium,10-Apr-11
584,Shaun Tait,4,22,3,1,11,8,PBKS,IS Bindra Stadium,21-Apr-11
585,Praveen Kumar,4,22,2,0,11,12,RR,IS Bindra Stadium,21-Apr-11
586,Bhargav Bhatt,4,22,2,0,11,12,KKR,Eden Gardens,30-Apr-11
587,Morne Morkel,4,22,1,0,11,24,PBKS,HPCA Stadium,15-May-11
588,Bipul Sharma,4,22,1,0,11,24,MI,Wankhede Stadium,02-May-11
589,P Parameswaran,3.3,20,2,0,11,10.5,RR,Holkar Cricket Stadium,15-May-11
590,Alfonso Thomas,4,23,2,0,11,12,RCB,M. Chinnaswamy Stadium,29-Apr-11
591,JP Duminy,4,23,1,0,11,24,PBKS,HPCA Stadium,21-May-11
592,Ravichandran Ashwin,4,23,1,0,11,24,RCB,Chidambaram,16-Apr-11
593,Suraj Randiv,4,23,0,0,11,0,PWI,Chidambaram,25-Apr-11
594,Albie Morkel,4,24,2,0,11,12,RR,Chidambaram,04-May-11
595,Dale Steyn,4,24,2,0,11,12,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-11
596,Piyush Chawla,4,24,1,0,11,24,RR,IS Bindra Stadium,21-Apr-11
597,Shanthakumaran Sreesanth,4,24,1,0,11,24,DC,Arun Jaitley Stadium,02-May-11
598,Brett Lee,4,24,0,0,11,0,DC,Arun Jaitley Stadium,28-Apr-11
599,Ishant Sharma,4,24,0,0,11,0,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-11
600,Dale Steyn,4,8,3,0,18,8,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-12
601,Dale Steyn,4,10,2,0,17,12,MI,Wankhede Stadium,29-Apr-12
602,Lasith Malinga,4,13,2,0,17,12,RR,Wankhede Stadium,11-Apr-12
603,Zaheer Khan,4,15,1,1,17,24,RR,M. Chinnaswamy Stadium,15-Apr-12
604,Ravindra Jadeja,4,16,5,0,17,4.8,DEC,ACA-VDCA Stadium,07-Apr-12
605,Praveen Kumar,4,19,0,0,17,0,PWI,IS Bindra Stadium,12-Apr-12
606,Brett Lee,4,21,0,0,17,0,RCB,M. Chinnaswamy Stadium,10-Apr-12
607,Praveen Kumar,4,8,0,0,16,0,RCB,M. Chinnaswamy Stadium,02-May-12
608,Morne Morkel,4,20,4,0,16,6,PBKS,HPCA Stadium,19-May-12
609,Ben Hilfenhaus,4,8,2,1,15,12,RR,Sawai Mansingh Stadium,10-May-12
610,Lakshmipathy Balaji,4,11,2,0,15,12,MI,Wankhede Stadium,16-May-12
611,Umesh Yadav,4,11,2,0,15,12,MI,Wankhede Stadium,16-Apr-12
612,Parvinder Awana,4,12,2,0,15,12,CSK,HPCA Stadium,17-May-12
613,Ajit Chandila,4,13,4,0,15,6,PWI,Sawai Mansingh Stadium,13-May-12
614,Harbhajan Singh,4,13,2,0,15,12,DEC,Wankhede Stadium,29-Apr-12
615,Brett Lee,4,15,1,0,15,24,DEC,Barabati Stadium,22-Apr-12
616,Shahbaz Nadeem,4,16,2,0,15,12,MI,Wankhede Stadium,16-Apr-12
617,Ashok Dinda,4,18,4,0,15,6,MI,Wankhede Stadium,06-Apr-12
