,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1206,Kane Richardson,4,53,1,24,GL,Saurashtra Cricket Association Stadium,24-Apr-16
1207,Chris Jordan,4,52,0,0,PBKS,IS Bindra Stadium,09-May-16
1208,Andre Russell,4,52,1,24,MI,Eden Gardens,13-Apr-16
1209,Tabraiz Shamsi,4,51,0,0,KKR,M. Chinnaswamy Stadium,02-May-16
1210,Zaheer Khan,4,50,1,24,RCB,M. Chinnaswamy Stadium,17-Apr-16
1211,Mohammad Shami,3.1,50,0,0,RPS,Arun Jaitley Stadium,05-May-16
1212,Shivil Kaushik,3,50,0,0,RCB,M. Chinnaswamy Stadium,14-May-16
1213,David Wiese,4,49,0,0,DC,M. Chinnaswamy Stadium,17-Apr-16
1214,Sandeep Sharma,4,49,2,12,RCB,IS Bindra Stadium,09-May-16
1215,Jaydev Unadkat,3,49,0,0,MI,Wankhede Stadium,28-Apr-16
1216,Zaheer Khan,4,48,0,0,GL,Arun Jaitley Stadium,27-Apr-16
1217,Kyle Abbott,3,48,1,18,RCB,M. Chinnaswamy Stadium,18-May-16
1218,Ishant Sharma,4,47,0,0,RCB,Maharashtra Cricket Association's International Stadium,22-Apr-16
1219,Shane Watson,4,46,0,0,KKR,Eden Gardens,16-May-16
1220,Mitchell McClenaghan,4,46,1,24,RCB,Wankhede Stadium,20-Apr-16
1221,Harshal Patel,4,46,1,24,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1222,Dwayne Bravo,3,46,0,0,RCB,M. Chinnaswamy Stadium,14-May-16
1223,Axar Patel,3,46,1,18,RCB,M. Chinnaswamy Stadium,18-May-16
1224,Sunil Narine,4,45,0,0,RCB,M. Chinnaswamy Stadium,02-May-16
1225,Rajat Bhatia,4,45,0,0,RCB,M. Chinnaswamy Stadium,07-May-16
1226,Kane Richardson,4,45,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1227,Praveen Kumar,4,45,2,12,RCB,M. Chinnaswamy Stadium,14-May-16
1228,Chris Jordan,4,45,3,8,SRH,M. Chinnaswamy Stadium,29-May-16
1229,Shadab Jakati,3,45,0,0,RCB,M. Chinnaswamy Stadium,24-May-16
1230,Dwayne Bravo,4,43,0,0,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1231,Tim Southee,4,43,0,0,KKR,Eden Gardens,13-Apr-16
1232,Axar Patel,4,43,1,24,RPS,ACA-VDCA Stadium,21-May-16
1233,Dwayne Bravo,4,43,1,24,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1234,Mitchell Johnson,4,43,1,24,MI,IS Bindra Stadium,25-Apr-16
1235,Chris Jordan,4,43,1,24,RPS,M. Chinnaswamy Stadium,07-May-16
1236,Adam Milne,4,43,1,24,SRH,M. Chinnaswamy Stadium,12-Apr-16
1237,Yuzvendra Chahal,4,43,2,12,SRH,M. Chinnaswamy Stadium,12-Apr-16
1238,Carlos Brathwaite,4,43,3,8,KKR,Arun Jaitley Stadium,30-Apr-16
1239,Jasprit Bumrah,4,42,0,0,DC,Arun Jaitley Stadium,23-Apr-16
1240,Shahbaz Nadeem,4,42,0,0,MI,ACA-VDCA Stadium,15-May-16
1241,Jasprit Bumrah,4,42,1,24,GL,Green Park,21-May-16
1242,Amit Mishra,4,42,1,24,MI,ACA-VDCA Stadium,15-May-16
1243,Yuzvendra Chahal,4,42,1,24,GL,M. Chinnaswamy Stadium,24-May-16
1244,Iqbal Abdulla,4,41,0,0,GL,Saurashtra Cricket Association Stadium,24-Apr-16
1245,Moises Henriques,4,41,0,0,RCB,M. Chinnaswamy Stadium,12-Apr-16
1246,Axar Patel,4,41,1,24,MI,IS Bindra Stadium,25-Apr-16
1247,Thisara Perera,4,41,2,12,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1248,Sreenath Aravind,4,41,2,12,KKR,Eden Gardens,16-May-16
1249,Dhawal Kulkarni,4,41,2,12,MI,Green Park,21-May-16
1250,Barinder Sran,3,41,1,18,RCB,M. Chinnaswamy Stadium,29-May-16
1251,Bipul Sharma,4,40,0,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1252,Shane Watson,4,40,0,0,MI,Wankhede Stadium,20-Apr-16
1253,Shadab Jakati,4,40,0,0,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1254,Moises Henriques,4,40,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1255,James Faulkner,4,40,1,24,MI,Wankhede Stadium,16-Apr-16
1256,Dwayne Bravo,4,40,1,24,DC,Arun Jaitley Stadium,27-Apr-16
1257,Dwayne Bravo,4,40,1,24,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1258,Ashok Dinda,4,40,2,12,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1259,Iqbal Abdulla,4,40,3,8,MI,Wankhede Stadium,20-Apr-16
1260,Marcus Stoinis,4,40,3,8,DC,IS Bindra Stadium,07-May-16
1261,Mohit Sharma,3.4,40,0,0,SRH,IS Bindra Stadium,15-May-16
1262,Moises Henriques,3,40,0,0,RCB,M. Chinnaswamy Stadium,29-May-16
1263,Thisara Perera,3,40,0,0,RCB,M. Chinnaswamy Stadium,07-May-16
1264,Dwayne Bravo,4,39,0,0,KKR,Eden Gardens,08-May-16
1265,Mustafizur Rahman,4,39,0,0,DC,Rajiv Gandhi Intl. Cricket Stadium,12-May-16
1266,Brad Hogg,4,39,0,0,DC,Arun Jaitley Stadium,30-Apr-16
1267,Shakib Al Hasan,4,39,0,0,RCB,Eden Gardens,16-May-16
1268,Mohit Sharma,4,39,0,0,KKR,Eden Gardens,04-May-16
1269,James Faulkner,4,39,0,0,PBKS,IS Bindra Stadium,11-Apr-16
1270,Mohit Sharma,4,39,1,24,RPS,ACA-VDCA Stadium,21-May-16
1271,Ishant Sharma,4,39,1,24,GL,Saurashtra Cricket Association Stadium,14-Apr-16
1272,Tabraiz Shamsi,4,39,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1273,Trent Boult,4,39,1,24,GL,Arun Jaitley Stadium,27-May-16
1274,Dwayne Bravo,4,39,1,24,MI,Wankhede Stadium,16-Apr-16
1275,Dhawal Kulkarni,4,39,1,24,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1276,Morne Morkel,3.3,39,1,21,GL,Green Park,19-May-16
1277,Karn Sharma,3,39,0,0,KKR,Eden Gardens,22-May-16
1278,Harbhajan Singh,4,38,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1279,Morne Morkel,4,38,0,0,GL,Eden Gardens,08-May-16
1280,Mitchell McClenaghan,4,38,1,24,SRH,ACA-VDCA Stadium,08-May-16
1281,Yuzvendra Chahal,4,38,1,24,KKR,Eden Gardens,16-May-16
1282,Kyle Abbott,4,38,1,24,RPS,IS Bindra Stadium,17-Apr-16
1283,Yuzvendra Chahal,4,38,1,24,RPS,M. Chinnaswamy Stadium,07-May-16
1284,Iqbal Abdulla,4,38,2,12,GL,M. Chinnaswamy Stadium,24-May-16
1285,Tim Southee,4,38,2,12,KKR,Wankhede Stadium,28-Apr-16
1286,Mohit Sharma,4,38,3,8,MI,IS Bindra Stadium,25-Apr-16
1287,Mitchell McClenaghan,3.5,38,0,0,GL,Green Park,21-May-16
1288,Shane Watson,3,38,0,0,MI,M. Chinnaswamy Stadium,11-May-16
1289,Shane Watson,3,38,1,18,KKR,M. Chinnaswamy Stadium,02-May-16
1290,Shakib Al Hasan,3,38,1,18,GL,Eden Gardens,08-May-16
1291,Ravindra Jadeja,4,37,0,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1292,Brad Hogg,4,37,0,0,MI,Eden Gardens,13-Apr-16
1293,Varun Aaron,4,37,0,0,MI,Wankhede Stadium,20-Apr-16
1294,Ravichandran Ashwin,4,37,0,0,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1295,Amit Mishra,4,37,0,0,PBKS,IS Bindra Stadium,07-May-16
1296,Irfan Pathan,4,37,0,0,PBKS,ACA-VDCA Stadium,21-May-16
1297,Praveen Kumar,4,37,0,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1298,Jayant Yadav,4,37,0,0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1299,Bhuvneshwar Kumar,4,37,1,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1300,Kuldeep Yadav,4,37,1,24,MI,Eden Gardens,13-Apr-16
1301,Mustafizur Rahman,4,37,1,24,RCB,M. Chinnaswamy Stadium,29-May-16
1302,KC Cariappa,4,37,1,24,DC,IS Bindra Stadium,07-May-16
1303,RP Singh,4,37,1,24,RCB,M. Chinnaswamy Stadium,07-May-16
1304,Dwayne Smith,4,37,2,12,MI,Green Park,21-May-16
1305,Varun Aaron,3.4,37,2,11,MI,M. Chinnaswamy Stadium,11-May-16
1306,Parveez Rasool,3,37,0,0,RPS,M. Chinnaswamy Stadium,07-May-16
1307,Chris Jordan,3,37,0,0,MI,M. Chinnaswamy Stadium,11-May-16
1308,KC Cariappa,4,36,0,0,MI,ACA-VDCA Stadium,13-May-16
1309,Sandeep Sharma,4,36,1,24,DC,IS Bindra Stadium,07-May-16
1310,Barinder Sran,4,36,1,24,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1311,Tabraiz Shamsi,4,36,1,24,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1312,Amit Mishra,4,36,1,24,KKR,Arun Jaitley Stadium,30-Apr-16
1313,Barinder Sran,4,36,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1314,Nathan Coulter-Nile,4,36,1,24,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1315,Bhuvneshwar Kumar,4,36,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1316,Harbhajan Singh,4,36,1,24,GL,Green Park,21-May-16
1317,Ishant Sharma,4,36,2,12,MI,Wankhede Stadium,09-Apr-16
1318,Murugan Ashwin,4,36,3,8,PBKS,IS Bindra Stadium,17-Apr-16
1319,Albie Morkel,3,36,2,9,KKR,Maharashtra Cricket Association's International Stadium,24-Apr-16
1320,Jasprit Bumrah,4,35,0,0,SRH,ACA-VDCA Stadium,08-May-16
1321,Tim Southee,4,35,0,0,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1322,Tim Southee,4,35,0,0,SRH,ACA-VDCA Stadium,08-May-16
1323,Jason Holder,4,35,0,0,DC,Arun Jaitley Stadium,30-Apr-16
1324,Thisara Perera,4,35,0,0,MI,Maharashtra Cricket Association's International Stadium,01-May-16
1325,Sunil Narine,4,35,0,0,SRH,Arun Jaitley Stadium,25-May-16
1326,Yuzvendra Chahal,4,35,1,24,SRH,M. Chinnaswamy Stadium,29-May-16
1327,Rishi Dhawan,4,35,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1328,Sandeep Sharma,4,35,1,24,SRH,IS Bindra Stadium,15-May-16
1329,Mitchell Johnson,4,35,1,24,GL,IS Bindra Stadium,11-Apr-16
1330,Mitchell McClenaghan,4,35,1,24,RCB,M. Chinnaswamy Stadium,11-May-16
1331,Pradeep Sahu,4,35,1,24,GL,IS Bindra Stadium,11-Apr-16
1332,Adam Zampa,4,35,2,12,RCB,M. Chinnaswamy Stadium,07-May-16
1333,Chris Morris,4,35,2,12,GL,Arun Jaitley Stadium,27-Apr-16
1334,Ben Cutting,4,35,2,12,RCB,M. Chinnaswamy Stadium,29-May-16
1335,Morne Morkel,4,35,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1336,Kuldeep Yadav,4,35,3,8,SRH,Arun Jaitley Stadium,25-May-16
1337,Pradeep Sahu,3,35,0,0,MI,IS Bindra Stadium,25-Apr-16
1338,Marcus Stoinis,3,35,0,0,RCB,IS Bindra Stadium,09-May-16
1339,Ankit Rajpoot,3,35,1,18,GL,Green Park,19-May-16
1340,Ashish Nehra,2.5,35,0,0,PBKS,IS Bindra Stadium,15-May-16
1341,Ravichandran Ashwin,4,34,0,0,DC,Arun Jaitley Stadium,05-May-16
1342,Jasprit Bumrah,4,34,0,0,KKR,Wankhede Stadium,28-Apr-16
1343,Varun Aaron,4,34,0,0,KKR,M. Chinnaswamy Stadium,02-May-16
1344,Suresh Raina,4,34,0,0,DC,Saurashtra Cricket Association Stadium,03-May-16
1345,Ravindra Jadeja,4,34,0,0,RCB,M. Chinnaswamy Stadium,14-May-16
1346,Sunil Narine,4,34,1,24,RCB,Eden Gardens,16-May-16
1347,Mustafizur Rahman,4,34,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1348,Ashok Dinda,4,34,1,24,DC,Arun Jaitley Stadium,05-May-16
1349,Harbhajan Singh,4,34,1,24,DC,ACA-VDCA Stadium,15-May-16
1350,Kagiso Rabada,4,59,0,0,SRH,Arun Jaitley Stadium,02-May-17
1351,Pat Cummins,4,59,0,0,MI,Arun Jaitley Stadium,06-May-17
1352,Lasith Malinga,4,58,0,0,PBKS,Holkar Cricket Stadium,20-Apr-17
1353,Ishant Sharma,4,58,0,0,MI,Holkar Cricket Stadium,20-Apr-17
1354,Ravindra Jadeja,4,57,0,0,RCB,Saurashtra Cricket Association Stadium,18-Apr-17
1355,Ashok Dinda,4,57,0,0,MI,Maharashtra Cricket Association's International Stadium,06-Apr-17
1356,Mohit Sharma,4,57,2,12,MI,Wankhede Stadium,11-May-17
1357,Aniket Choudhary,4,55,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1358,Mitchell McClenaghan,4,54,1,24,PBKS,Wankhede Stadium,11-May-17
1359,Umesh Yadav,4,53,1,24,DC,Arun Jaitley Stadium,17-Apr-17
1360,Sreenath Aravind,4,53,1,24,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1361,Imran Tahir,4,53,1,24,GL,Saurashtra Cricket Association Stadium,14-Apr-17
1362,Mitchell McClenaghan,4,51,1,24,KKR,Wankhede Stadium,09-Apr-17
1363,Lasith Malinga,4,51,1,24,GL,Wankhede Stadium,16-Apr-17
1364,Praveen Kumar,4,51,1,24,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1365,Mitchell McClenaghan,4,50,0,0,GL,Saurashtra Cricket Association Stadium,29-Apr-17
1366,Shardul Thakur,4,50,0,0,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1367,Chris Woakes,4,49,2,12,SRH,Eden Gardens,15-Apr-17
1368,Imran Tahir,4,48,0,0,KKR,Maharashtra Cricket Association's International Stadium,26-Apr-17
1369,Basil Thampi,4,48,1,24,PBKS,IS Bindra Stadium,07-May-17
1370,Mohit Sharma,4,47,0,0,RCB,Holkar Cricket Stadium,10-Apr-17
1371,Trent Boult,3.5,47,0,0,MI,Wankhede Stadium,09-Apr-17
1372,Ashish Nehra,4,46,1,24,MI,Wankhede Stadium,12-Apr-17
1373,Chris Woakes,4,46,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1374,Mitchell McClenaghan,4,46,1,24,RPS,Wankhede Stadium,16-May-17
1375,Mitchell McClenaghan,4,46,2,12,PBKS,Holkar Cricket Stadium,20-Apr-17
1376,Lasith Malinga,4,45,0,0,PBKS,Wankhede Stadium,11-May-17
1377,Jasprit Bumrah,4,45,0,0,GL,Wankhede Stadium,16-Apr-17
1378,Adam Zampa,4,45,1,24,DC,Maharashtra Cricket Association's International Stadium,11-Apr-17
1379,Varun Aaron,4,45,2,12,DC,Arun Jaitley Stadium,15-Apr-17
1380,Harbhajan Singh,3,45,0,0,PBKS,Wankhede Stadium,11-May-17
1381,Siddarth Kaul,3,45,0,0,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-17
1382,Lockie Ferguson,4,44,0,0,GL,Saurashtra Cricket Association Stadium,14-Apr-17
1383,Basil Thampi,4,44,0,0,PBKS,Saurashtra Cricket Association Stadium,23-Apr-17
1384,Basil Thampi,4,44,1,24,KKR,Eden Gardens,21-Apr-17
1385,Shane Watson,4,44,1,24,RPS,M. Chinnaswamy Stadium,16-Apr-17
1386,Kuldeep Yadav,4,43,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1387,Varun Aaron,4,43,0,0,GL,IS Bindra Stadium,07-May-17
1388,James Faulkner,4,43,0,0,PBKS,IS Bindra Stadium,07-May-17
1389,Adam Milne,4,43,1,24,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1390,Pradeep Sangwan,4,43,1,24,DC,Arun Jaitley Stadium,04-May-17
1391,Shane Watson,4,43,1,24,PBKS,M. Chinnaswamy Stadium,05-May-17
1392,Harshal Patel,4,43,3,8,DC,Arun Jaitley Stadium,14-May-17
1393,Basil Thampi,3.4,43,1,22,DC,Green Park,10-May-17
1394,Mohammed Siraj,4,42,0,0,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-17
1395,Sunil Narine,4,42,0,0,GL,Eden Gardens,21-Apr-17
1396,KC Cariappa,4,42,0,0,SRH,IS Bindra Stadium,28-Apr-17
1397,Shubham Agarwal,4,42,1,24,PBKS,Saurashtra Cricket Association Stadium,23-Apr-17
1398,Mitchell McClenaghan,4,42,1,24,SRH,Wankhede Stadium,12-Apr-17
1399,Sandeep Sharma,4,42,1,24,MI,Wankhede Stadium,11-May-17
1400,Rashid Khan,4,42,2,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1401,Ashish Nehra,4,42,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1402,Ashish Nehra,4,42,3,8,PBKS,IS Bindra Stadium,28-Apr-17
1403,Dhawal Kulkarni,2.5,42,0,0,KKR,Saurashtra Cricket Association Stadium,07-Apr-17
1404,Billy Stanlake,4,41,0,0,PBKS,Holkar Cricket Stadium,10-Apr-17
1405,Ben Stokes,4,41,0,0,DC,Maharashtra Cricket Association's International Stadium,11-Apr-17
1406,Ishant Sharma,4,41,0,0,SRH,IS Bindra Stadium,28-Apr-17
1407,Sandeep Sharma,4,41,1,24,DC,Arun Jaitley Stadium,15-Apr-17
1408,Jaydev Unadkat,4,41,1,24,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1409,Ben Cutting,4,41,1,24,KKR,Eden Gardens,15-Apr-17
1410,Mohammed Siraj,4,41,2,12,DC,Arun Jaitley Stadium,02-May-17
1411,Nathan Coulter-Nile,3.2,41,2,10,GL,Eden Gardens,21-Apr-17
1412,Shane Watson,3,41,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1413,Angelo Mathews,3,41,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1414,Nathan Coulter-Nile,3,41,0,0,RPS,Eden Gardens,03-May-17
1415,Umesh Yadav,4,40,0,0,MI,Eden Gardens,13-May-17
1416,Basil Thampi,4,40,1,24,DC,Arun Jaitley Stadium,04-May-17
1417,Trent Boult,4,40,1,24,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1418,Ravindra Jadeja,4,40,1,24,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1419,Sandeep Sharma,4,40,2,12,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1420,Jaydev Unadkat,4,40,2,12,MI,Wankhede Stadium,24-Apr-17
1421,Mohammad Shami,3,40,0,0,GL,Arun Jaitley Stadium,04-May-17
1422,Samuel Badree,3,40,0,0,KKR,M. Chinnaswamy Stadium,07-May-17
1423,Matt Henry,2,40,0,0,MI,Wankhede Stadium,11-May-17
1424,Jasprit Bumrah,4,39,0,0,RCB,M. Chinnaswamy Stadium,14-Apr-17
1425,Bhuvneshwar Kumar,4,39,0,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1426,Chris Woakes,4,39,1,24,RCB,M. Chinnaswamy Stadium,07-May-17
1427,Bipul Sharma,4,39,1,24,RPS,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1428,Yuzvendra Chahal,4,39,1,24,KKR,M. Chinnaswamy Stadium,07-May-17
1429,Jasprit Bumrah,4,39,1,24,KKR,Wankhede Stadium,09-Apr-17
1430,Bhuvneshwar Kumar,4,39,1,24,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-17
1431,Karn Sharma,4,39,2,12,RPS,Wankhede Stadium,24-Apr-17
1432,Tim Southee,4,39,2,12,KKR,Eden Gardens,13-May-17
1433,Pat Cummins,4,39,2,12,KKR,Arun Jaitley Stadium,17-Apr-17
1434,Mohammed Siraj,4,39,2,12,DC,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1435,James Faulkner,4,39,2,12,DC,Green Park,10-May-17
1436,Sandeep Sharma,3,39,0,0,MI,Holkar Cricket Stadium,20-Apr-17
1437,Moises Henriques,3,39,0,0,PBKS,IS Bindra Stadium,28-Apr-17
1438,Chris Morris,3,39,0,0,KKR,Eden Gardens,28-Apr-17
1439,Corey Anderson,4,38,0,0,RCB,Arun Jaitley Stadium,14-May-17
1440,Zaheer Khan,4,38,0,0,PBKS,Arun Jaitley Stadium,15-Apr-17
1441,Carlos Brathwaite,4,38,1,24,GL,Green Park,10-May-17
1442,Rashid Khan,4,38,1,24,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1443,KC Cariappa,4,38,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1444,Umesh Yadav,4,38,1,24,DC,Eden Gardens,28-Apr-17
1445,Siddarth Kaul,4,38,1,24,DC,Arun Jaitley Stadium,02-May-17
1446,Pat Cummins,4,38,1,24,GL,Green Park,10-May-17
1447,James Faulkner,4,38,1,24,KKR,Eden Gardens,21-Apr-17
1448,Pradeep Sangwan,4,38,2,12,RPS,Maharashtra Cricket Association's International Stadium,01-May-17
1449,Chris Woakes,3,38,0,0,RPS,Maharashtra Cricket Association's International Stadium,26-Apr-17
1450,Colin de Grandhomme,4,37,0,0,PBKS,IS Bindra Stadium,09-May-17
1451,Zaheer Khan,4,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1452,Pradeep Sangwan,4,37,0,0,SRH,Green Park,13-May-17
1453,Sunil Narine,4,37,0,0,MI,Eden Gardens,13-May-17
1454,Pat Cummins,4,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1455,Mohit Sharma,4,37,1,24,DC,Arun Jaitley Stadium,15-Apr-17
1456,Amit Mishra,4,37,1,24,MI,Arun Jaitley Stadium,06-May-17
1457,Dhawal Kulkarni,4,37,1,24,RCB,Saurashtra Cricket Association Stadium,18-Apr-17
1458,Mohammad Shami,4,37,2,12,RPS,Arun Jaitley Stadium,12-May-17
1459,Shardul Thakur,4,37,3,8,MI,Wankhede Stadium,16-May-17
1460,Ankit Rajpoot,4,37,3,8,MI,Wankhede Stadium,09-Apr-17
1461,Sunil Narine,3,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1462,Zaheer Khan,4,36,0,0,MI,Wankhede Stadium,22-Apr-17
1463,Ben Stokes,4,36,0,0,GL,Maharashtra Cricket Association's International Stadium,01-May-17
1464,Chris Morris,4,36,0,0,SRH,Arun Jaitley Stadium,02-May-17
1465,Mitchell McClenaghan,4,36,0,0,RPS,Wankhede Stadium,24-Apr-17
1466,Trent Boult,4,36,0,0,PBKS,Eden Gardens,13-Apr-17
1467,Ben Stokes,4,36,1,24,MI,Maharashtra Cricket Association's International Stadium,06-Apr-17
1468,Yuzvendra Chahal,4,36,1,24,MI,Wankhede Stadium,01-May-17
1469,Hardik Pandya,4,36,1,24,RPS,Maharashtra Cricket Association's International Stadium,06-Apr-17
1470,Axar Patel,4,36,1,24,KKR,Eden Gardens,13-Apr-17
1471,Imran Tahir,4,36,1,24,KKR,Eden Gardens,03-May-17
1472,Mitchell McClenaghan,4,36,1,24,RPS,Maharashtra Cricket Association's International Stadium,06-Apr-17
1473,Piyush Chawla,4,36,1,24,RPS,Maharashtra Cricket Association's International Stadium,26-Apr-17
1474,Mohammad Shami,4,36,1,24,GL,Green Park,10-May-17
1475,Lasith Malinga,4,36,2,12,KKR,Wankhede Stadium,09-Apr-17
1476,Axar Patel,4,36,2,12,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1477,Rashid Khan,4,36,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1478,Mohammad Shami,4,36,2,12,SRH,Arun Jaitley Stadium,02-May-17
1479,Siddarth Kaul,4,36,3,8,PBKS,IS Bindra Stadium,28-Apr-17
1480,Umesh Yadav,4,36,3,8,RCB,M. Chinnaswamy Stadium,07-May-17
1481,Tymal Mills,3.5,36,0,0,MI,M. Chinnaswamy Stadium,14-Apr-17
1482,Amit Mishra,3,36,0,0,KKR,Eden Gardens,28-Apr-17
1483,Ashok Dinda,3,36,0,0,DC,Maharashtra Cricket Association's International Stadium,11-Apr-17
1484,Sreenath Aravind,3,36,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1485,Corey Anderson,3,36,1,18,GL,Arun Jaitley Stadium,04-May-17
1486,Piyush Chawla,3,36,1,18,PBKS,Eden Gardens,13-Apr-17
1487,Iqbal Abdulla,3,36,2,9,DC,M. Chinnaswamy Stadium,08-Apr-17
1488,Moises Henriques,2.1,36,0,0,DC,Arun Jaitley Stadium,02-May-17
1489,Mohit Sharma,4,35,0,0,GL,IS Bindra Stadium,07-May-17
1490,Adam Milne,4,35,0,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-17
1491,Kuldeep Yadav,4,35,1,24,MI,Wankhede Stadium,09-Apr-17
1492,Munaf Patel,4,35,1,24,MI,Wankhede Stadium,16-Apr-17
1493,Ashish Nehra,4,35,1,24,KKR,Eden Gardens,15-Apr-17
1494,Kuldeep Yadav,4,35,1,24,RPS,Eden Gardens,03-May-17
1495,Sandeep Sharma,4,35,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1496,Basil Thampi,4,35,2,12,RPS,Maharashtra Cricket Association's International Stadium,01-May-17
1497,Andrew Tye,4,35,2,12,PBKS,Saurashtra Cricket Association Stadium,23-Apr-17
1498,Shardul Thakur,4,35,3,8,RCB,M. Chinnaswamy Stadium,16-Apr-17
1499,Ben Cutting,3.4,35,0,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1500,Basil Thampi,4,70,0,0,RCB,M. Chinnaswamy Stadium,17-May-18
1501,Umesh Yadav,4,59,0,0,RR,M. Chinnaswamy Stadium,15-Apr-18
1502,Shivam Mavi,4,58,1,24,DC,Arun Jaitley Stadium,27-Apr-18
1503,Corey Anderson,3.4,58,0,0,CSK,M. Chinnaswamy Stadium,25-Apr-18
1504,Prasidh Krishna,4,56,0,0,SRH,Eden Gardens,25-May-18
1505,Mustafizur Rahman,4,55,0,0,RCB,Wankhede Stadium,17-Apr-18
1506,Rashid Khan,4,55,1,24,PBKS,IS Bindra Stadium,19-Apr-18
1507,Ravichandran Ashwin,4,53,0,0,SRH,IS Bindra Stadium,19-Apr-18
1508,Mohammad Shami,4,53,1,24,KKR,Eden Gardens,16-Apr-18
1509,Axar Patel,4,52,0,0,KKR,Holkar Cricket Stadium,12-May-18
1510,Dwayne Bravo,4,52,0,0,DC,Arun Jaitley Stadium,18-May-18
1511,Javon Searles,4,52,1,24,PBKS,Holkar Cricket Stadium,12-May-18
1512,Sandeep Sharma,4,52,1,24,CSK,Wankhede Stadium,27-May-18
1513,Hardik Pandya,4,52,2,12,RR,Wankhede Stadium,13-May-18
1514,Liam Plunkett,3,52,0,0,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1515,Mitchell Johnson,4,51,0,0,CSK,Eden Gardens,03-May-18
